time,date,dealer_id,part_type,failure
562,2026-07-17,D00,type3,2
563,2026-07-18,D00,type0,1
563,2026-07-18,D00,type1,3
563,2026-07-18,D00,type2,9
563,2026-07-18,D00,type3,0
564,2026-07-19,D00,type0,3
564,2026-07-19,D00,type1,6
564,2026-07-19,D00,type2,6
564,2026-07-19,D00,type3,0
565,2026-07-20,D00,type0,1
565,2026-07-20,D00,type1,2
565,2026-07-20,D00,type2,6
565,2026-07-20,D00,type3,1
566,2026-07-21,D00,type0,1
566,2026-07-21,D00,type1,3
566,2026-07-21,D00,type2,9
566,2026-07-21,D00,type3,3
567,2026-07-22,D00,type0,0
567,2026-07-22,D00,type1,2
567,2026-07-22,D00,type2,3
567,2026-07-22,D00,type3,2
568,2026-07-23,D00,type0,3
568,2026-07-23,D00,type1,3
568,2026-07-23,D00,type2,7
568,2026-07-23,D00,type3,1
569,2026-07-24,D00,type0,0
569,2026-07-24,D00,type1,4
569,2026-07-24,D00,type2,6
569,2026-07-24,D00,type3,3
570,2026-07-25,D00,type0,1
570,2026-07-25,D00,type1,5
570,2026-07-25,D00,type2,8
570,2026-07-25,D00,type3,0
571,2026-07-26,D00,type0,2
571,2026-07-26,D00,type1,1
571,2026-07-26,D00,type2,11
571,2026-07-26,D00,type3,4
572,2026-07-27,D00,type0,0
572,2026-07-27,D00,type1,5
572,2026-07-27,D00,type2,11
572,2026-07-27,D00,type3,0
573,2026-07-28,D00,type0,2
573,2026-07-28,D00,type1,3
573,2026-07-28,D00,type2,7
573,2026-07-28,D00,type3,1
574,2026-07-29,D00,type0,2
574,2026-07-29,D00,type1,5
574,2026-07-29,D00,type2,6
574,2026-07-29,D00,type3,3
575,2026-07-30,D00,type0,4
575,2026-07-30,D00,type1,2
575,2026-07-30,D00,type2,10
575,2026-07-30,D00,type3,0
576,2026-07-31,D00,type0,0
576,2026-07-31,D00,type1,5
576,2026-07-31,D00,type2,8
576,2026-07-31,D00,type3,2
577,2026-08-01,D00,type0,2
577,2026-08-01,D00,type1,3
577,2026-08-01,D00,type2,7
577,2026-08-01,D00,type3,2
578,2026-08-02,D00,type0,1
578,2026-08-02,D00,type1,2
578,2026-08-02,D00,type2,10
578,2026-08-02,D00,type3,3
579,2026-08-03,D00,type0,1
579,2026-08-03,D00,type1,2
579,2026-08-03,D00,type2,13
579,2026-08-03,D00,type3,3
580,2026-08-04,D00,type0,2
580,2026-08-04,D00,type1,3
580,2026-08-04,D00,type2,7
580,2026-08-04,D00,type3,0
581,2026-08-05,D00,type0,1
581,2026-08-05,D00,type1,5
581,2026-08-05,D00,type2,5
581,2026-08-05,D00,type3,0
582,2026-08-06,D00,type0,1
582,2026-08-06,D00,type1,2
582,2026-08-06,D00,type2,6
582,2026-08-06,D00,type3,1
583,2026-08-07,D00,type0,1
583,2026-08-07,D00,type1,1
583,2026-08-07,D00,type2,8
583,2026-08-07,D00,type3,0
584,2026-08-08,D00,type0,3
584,2026-08-08,D00,type1,2
584,2026-08-08,D00,type2,10
584,2026-08-08,D00,type3,2
585,2026-08-09,D00,type0,1
585,2026-08-09,D00,type1,2
585,2026-08-09,D00,type2,10
585,2026-08-09,D00,type3,1
586,2026-08-10,D00,type0,3
586,2026-08-10,D00,type1,2
586,2026-08-10,D00,type2,9
586,2026-08-10,D00,type3,1
587,2026-08-11,D00,type0,0
587,2026-08-11,D00,type1,3
587,2026-08-11,D00,type2,11
587,2026-08-11,D00,type3,1
588,2026-08-12,D00,type0,1
588,2026-08-12,D00,type1,5
588,2026-08-12,D00,type2,6
588,2026-08-12,D00,type3,1
589,2026-08-13,D00,type0,3
589,2026-08-13,D00,type1,4
589,2026-08-13,D00,type2,6
589,2026-08-13,D00,type3,1
590,2026-08-14,D00,type0,0
590,2026-08-14,D00,type1,1
590,2026-08-14,D00,type2,11
590,2026-08-14,D00,type3,1
591,2026-08-15,D00,type0,2
591,2026-08-15,D00,type1,0
591,2026-08-15,D00,type2,10
591,2026-08-15,D00,type3,1
592,2026-08-16,D00,type0,4
592,2026-08-16,D00,type1,4
592,2026-08-16,D00,type2,12
592,2026-08-16,D00,type3,3
593,2026-08-17,D00,type0,0
593,2026-08-17,D00,type1,1
593,2026-08-17,D00,type2,11
593,2026-08-17,D00,type3,0
594,2026-08-18,D00,type0,1
594,2026-08-18,D00,type1,5
594,2026-08-18,D00,type2,5
594,2026-08-18,D00,type3,0
595,2026-08-19,D00,type0,1
595,2026-08-19,D00,type1,1
595,2026-08-19,D00,type2,6
595,2026-08-19,D00,type3,1
596,2026-08-20,D00,type0,1
596,2026-08-20,D00,type1,1
596,2026-08-20,D00,type2,4
596,2026-08-20,D00,type3,0
597,2026-08-21,D00,type0,0
597,2026-08-21,D00,type1,3
597,2026-08-21,D00,type2,9
597,2026-08-21,D00,type3,1
598,2026-08-22,D00,type0,0
598,2026-08-22,D00,type1,3
598,2026-08-22,D00,type2,6
598,2026-08-22,D00,type3,1
599,2026-08-23,D00,type0,0
599,2026-08-23,D00,type1,1
599,2026-08-23,D00,type2,11
599,2026-08-23,D00,type3,0
600,2026-08-24,D00,type0,2
600,2026-08-24,D00,type1,1
600,2026-08-24,D00,type2,9
600,2026-08-24,D00,type3,4
601,2026-08-25,D00,type0,3
601,2026-08-25,D00,type1,0
601,2026-08-25,D00,type2,6
601,2026-08-25,D00,type3,2
602,2026-08-26,D00,type0,2
602,2026-08-26,D00,type1,1
602,2026-08-26,D00,type2,5
602,2026-08-26,D00,type3,3
603,2026-08-27,D00,type0,2
603,2026-08-27,D00,type1,4
603,2026-08-27,D00,type2,11
603,2026-08-27,D00,type3,1
604,2026-08-28,D00,type0,1
604,2026-08-28,D00,type1,3
604,2026-08-28,D00,type2,6
604,2026-08-28,D00,type3,1
605,2026-08-29,D00,type0,2
605,2026-08-29,D00,type1,1
605,2026-08-29,D00,type2,7
605,2026-08-29,D00,type3,2
606,2026-08-30,D00,type0,1
606,2026-08-30,D00,type1,2
606,2026-08-30,D00,type2,4
606,2026-08-30,D00,type3,3
607,2026-08-31,D00,type0,2
607,2026-08-31,D00,type1,1
607,2026-08-31,D00,type2,4
607,2026-08-31,D00,type3,1
608,2026-09-01,D00,type0,2
608,2026-09-01,D00,type1,3
608,2026-09-01,D00,type2,4
608,2026-09-01,D00,type3,5
609,2026-09-02,D00,type0,1
609,2026-09-02,D00,type1,1
609,2026-09-02,D00,type2,5
609,2026-09-02,D00,type3,1
610,2026-09-03,D00,type0,0
610,2026-09-03,D00,type1,1
610,2026-09-03,D00,type2,6
610,2026-09-03,D00,type3,0
611,2026-09-04,D00,type0,0
611,2026-09-04,D00,type1,1
611,2026-09-04,D00,type2,10
611,2026-09-04,D00,type3,2
612,2026-09-05,D00,type0,0
612,2026-09-05,D00,type1,1
612,2026-09-05,D00,type2,8
612,2026-09-05,D00,type3,4
613,2026-09-06,D00,type0,0
613,2026-09-06,D00,type1,0
613,2026-09-06,D00,type2,5
613,2026-09-06,D00,type3,1
614,2026-09-07,D00,type0,2
614,2026-09-07,D00,type1,1
614,2026-09-07,D00,type2,9
614,2026-09-07,D00,type3,3
615,2026-09-08,D00,type0,2
615,2026-09-08,D00,type1,0
615,2026-09-08,D00,type2,8
615,2026-09-08,D00,type3,0
616,2026-09-09,D00,type0,2
616,2026-09-09,D00,type1,1
616,2026-09-09,D00,type2,2
616,2026-09-09,D00,type3,1
617,2026-09-10,D00,type0,1
617,2026-09-10,D00,type1,1
617,2026-09-10,D00,type2,2
617,2026-09-10,D00,type3,2
618,2026-09-11,D00,type0,2
618,2026-09-11,D00,type1,2
618,2026-09-11,D00,type2,4
618,2026-09-11,D00,type3,2
619,2026-09-12,D00,type0,1
619,2026-09-12,D00,type1,1
619,2026-09-12,D00,type2,7
619,2026-09-12,D00,type3,0
620,2026-09-13,D00,type0,1
620,2026-09-13,D00,type1,0
620,2026-09-13,D00,type2,4
620,2026-09-13,D00,type3,0
621,2026-09-14,D00,type0,0
621,2026-09-14,D00,type1,1
621,2026-09-14,D00,type2,1
621,2026-09-14,D00,type3,2
622,2026-09-15,D00,type0,3
622,2026-09-15,D00,type1,2
622,2026-09-15,D00,type2,5
622,2026-09-15,D00,type3,1
623,2026-09-16,D00,type0,1
623,2026-09-16,D00,type1,1
623,2026-09-16,D00,type2,4
623,2026-09-16,D00,type3,0
624,2026-09-17,D00,type0,1
624,2026-09-17,D00,type1,0
624,2026-09-17,D00,type2,3
624,2026-09-17,D00,type3,1
625,2026-09-18,D00,type0,3
625,2026-09-18,D00,type1,2
625,2026-09-18,D00,type2,6
625,2026-09-18,D00,type3,3
626,2026-09-19,D00,type0,0
626,2026-09-19,D00,type1,1
626,2026-09-19,D00,type2,5
626,2026-09-19,D00,type3,1
627,2026-09-20,D00,type0,0
627,2026-09-20,D00,type1,2
627,2026-09-20,D00,type2,5
627,2026-09-20,D00,type3,1
628,2026-09-21,D00,type0,0
628,2026-09-21,D00,type1,1
628,2026-09-21,D00,type2,5
628,2026-09-21,D00,type3,1
629,2026-09-22,D00,type0,2
629,2026-09-22,D00,type1,2
629,2026-09-22,D00,type2,2
629,2026-09-22,D00,type3,1
630,2026-09-23,D00,type0,1
630,2026-09-23,D00,type1,2
630,2026-09-23,D00,type2,7
630,2026-09-23,D00,type3,0
631,2026-09-24,D00,type0,1
631,2026-09-24,D00,type1,0
631,2026-09-24,D00,type2,4
631,2026-09-24,D00,type3,1
632,2026-09-25,D00,type0,2
632,2026-09-25,D00,type1,0
632,2026-09-25,D00,type2,4
632,2026-09-25,D00,type3,2
633,2026-09-26,D00,type0,1
633,2026-09-26,D00,type1,1
633,2026-09-26,D00,type2,9
633,2026-09-26,D00,type3,1
634,2026-09-27,D00,type0,1
634,2026-09-27,D00,type1,1
634,2026-09-27,D00,type2,6
634,2026-09-27,D00,type3,0
635,2026-09-28,D00,type0,0
635,2026-09-28,D00,type1,3
635,2026-09-28,D00,type2,2
635,2026-09-28,D00,type3,1
636,2026-09-29,D00,type0,3
636,2026-09-29,D00,type1,5
636,2026-09-29,D00,type2,2
636,2026-09-29,D00,type3,1
637,2026-09-30,D00,type0,2
637,2026-09-30,D00,type1,3
637,2026-09-30,D00,type2,4
637,2026-09-30,D00,type3,1
638,2026-10-01,D00,type0,1
638,2026-10-01,D00,type1,3
638,2026-10-01,D00,type2,4
638,2026-10-01,D00,type3,1
639,2026-10-02,D00,type0,1
639,2026-10-02,D00,type1,1
639,2026-10-02,D00,type2,5
639,2026-10-02,D00,type3,1
640,2026-10-03,D00,type0,1
640,2026-10-03,D00,type1,1
640,2026-10-03,D00,type2,5
640,2026-10-03,D00,type3,0
641,2026-10-04,D00,type0,1
641,2026-10-04,D00,type1,2
641,2026-10-04,D00,type2,3
641,2026-10-04,D00,type3,1
642,2026-10-05,D00,type0,0
642,2026-10-05,D00,type1,1
642,2026-10-05,D00,type2,6
642,2026-10-05,D00,type3,1
643,2026-10-06,D00,type0,2
643,2026-10-06,D00,type1,2
643,2026-10-06,D00,type2,5
643,2026-10-06,D00,type3,0
644,2026-10-07,D00,type0,1
644,2026-10-07,D00,type1,1
644,2026-10-07,D00,type2,3
644,2026-10-07,D00,type3,2
645,2026-10-08,D00,type0,1
645,2026-10-08,D00,type1,2
645,2026-10-08,D00,type2,2
645,2026-10-08,D00,type3,2
646,2026-10-09,D00,type0,0
646,2026-10-09,D00,type1,1
646,2026-10-09,D00,type2,2
646,2026-10-09,D00,type3,4
647,2026-10-10,D00,type0,1
647,2026-10-10,D00,type1,1
647,2026-10-10,D00,type2,1
647,2026-10-10,D00,type3,1
648,2026-10-11,D00,type0,3
648,2026-10-11,D00,type1,1
648,2026-10-11,D00,type2,5
648,2026-10-11,D00,type3,0
649,2026-10-12,D00,type0,1
649,2026-10-12,D00,type1,0
649,2026-10-12,D00,type2,2
649,2026-10-12,D00,type3,1
650,2026-10-13,D00,type0,1
650,2026-10-13,D00,type1,1
650,2026-10-13,D00,type2,6
650,2026-10-13,D00,type3,1
651,2026-10-14,D00,type0,0
651,2026-10-14,D00,type1,1
651,2026-10-14,D00,type2,9
651,2026-10-14,D00,type3,3
652,2026-10-15,D00,type0,1
652,2026-10-15,D00,type1,1
652,2026-10-15,D00,type2,3
652,2026-10-15,D00,type3,1
653,2026-10-16,D00,type0,3
653,2026-10-16,D00,type1,3
653,2026-10-16,D00,type2,1
653,2026-10-16,D00,type3,0
654,2026-10-17,D00,type0,5
654,2026-10-17,D00,type1,2
654,2026-10-17,D00,type2,7
654,2026-10-17,D00,type3,1
655,2026-10-18,D00,type0,0
655,2026-10-18,D00,type1,0
655,2026-10-18,D00,type2,4
655,2026-10-18,D00,type3,3
656,2026-10-19,D00,type0,1
656,2026-10-19,D00,type1,1
656,2026-10-19,D00,type2,2
656,2026-10-19,D00,type3,4
657,2026-10-20,D00,type0,0
657,2026-10-20,D00,type1,1
657,2026-10-20,D00,type2,4
657,2026-10-20,D00,type3,3
658,2026-10-21,D00,type0,1
658,2026-10-21,D00,type1,1
658,2026-10-21,D00,type2,6
658,2026-10-21,D00,type3,2
659,2026-10-22,D00,type0,0
659,2026-10-22,D00,type1,1
659,2026-10-22,D00,type2,3
659,2026-10-22,D00,type3,1
660,2026-10-23,D00,type0,1
660,2026-10-23,D00,type1,5
660,2026-10-23,D00,type2,6
660,2026-10-23,D00,type3,3
661,2026-10-24,D00,type0,2
661,2026-10-24,D00,type1,2
661,2026-10-24,D00,type2,4
661,2026-10-24,D00,type3,2
662,2026-10-25,D00,type0,1
662,2026-10-25,D00,type1,2
662,2026-10-25,D00,type2,2
662,2026-10-25,D00,type3,0
663,2026-10-26,D00,type0,1
663,2026-10-26,D00,type1,3
663,2026-10-26,D00,type2,5
663,2026-10-26,D00,type3,3
664,2026-10-27,D00,type0,2
664,2026-10-27,D00,type1,4
664,2026-10-27,D00,type2,4
664,2026-10-27,D00,type3,2
665,2026-10-28,D00,type0,2
665,2026-10-28,D00,type1,3
665,2026-10-28,D00,type2,6
665,2026-10-28,D00,type3,2
666,2026-10-29,D00,type0,0
666,2026-10-29,D00,type1,0
666,2026-10-29,D00,type2,6
666,2026-10-29,D00,type3,1
667,2026-10-30,D00,type0,2
667,2026-10-30,D00,type1,1
667,2026-10-30,D00,type2,4
667,2026-10-30,D00,type3,0
668,2026-10-31,D00,type0,0
668,2026-10-31,D00,type1,5
668,2026-10-31,D00,type2,7
668,2026-10-31,D00,type3,1
669,2026-11-01,D00,type0,2
669,2026-11-01,D00,type1,3
669,2026-11-01,D00,type2,7
669,2026-11-01,D00,type3,1
670,2026-11-02,D00,type0,2
670,2026-11-02,D00,type1,1
670,2026-11-02,D00,type2,3
670,2026-11-02,D00,type3,3
671,2026-11-03,D00,type0,0
671,2026-11-03,D00,type1,3
671,2026-11-03,D00,type2,3
671,2026-11-03,D00,type3,0
672,2026-11-04,D00,type0,1
672,2026-11-04,D00,type1,1
672,2026-11-04,D00,type2,3
672,2026-11-04,D00,type3,1
673,2026-11-05,D00,type0,0
673,2026-11-05,D00,type1,2
673,2026-11-05,D00,type2,6
673,2026-11-05,D00,type3,3
674,2026-11-06,D00,type0,1
674,2026-11-06,D00,type1,3
674,2026-11-06,D00,type2,5
674,2026-11-06,D00,type3,1
675,2026-11-07,D00,type0,0
675,2026-11-07,D00,type1,2
675,2026-11-07,D00,type2,2
675,2026-11-07,D00,type3,1
676,2026-11-08,D00,type0,4
676,2026-11-08,D00,type1,4
676,2026-11-08,D00,type2,3
676,2026-11-08,D00,type3,1
677,2026-11-09,D00,type0,1
677,2026-11-09,D00,type1,1
677,2026-11-09,D00,type2,4
677,2026-11-09,D00,type3,3
678,2026-11-10,D00,type0,2
678,2026-11-10,D00,type1,3
678,2026-11-10,D00,type2,6
678,2026-11-10,D00,type3,2
679,2026-11-11,D00,type0,2
679,2026-11-11,D00,type1,3
679,2026-11-11,D00,type2,5
679,2026-11-11,D00,type3,4
680,2026-11-12,D00,type0,2
680,2026-11-12,D00,type1,2
680,2026-11-12,D00,type2,5
680,2026-11-12,D00,type3,2
681,2026-11-13,D00,type0,1
681,2026-11-13,D00,type1,4
681,2026-11-13,D00,type2,1
681,2026-11-13,D00,type3,1
682,2026-11-14,D00,type0,1
682,2026-11-14,D00,type1,5
682,2026-11-14,D00,type2,2
682,2026-11-14,D00,type3,2
683,2026-11-15,D00,type0,2
683,2026-11-15,D00,type1,6
683,2026-11-15,D00,type2,11
683,2026-11-15,D00,type3,3
684,2026-11-16,D00,type0,1
684,2026-11-16,D00,type1,4
684,2026-11-16,D00,type2,1
684,2026-11-16,D00,type3,2
685,2026-11-17,D00,type0,2
685,2026-11-17,D00,type1,4
685,2026-11-17,D00,type2,1
685,2026-11-17,D00,type3,1
686,2026-11-18,D00,type0,1
686,2026-11-18,D00,type1,3
686,2026-11-18,D00,type2,3
686,2026-11-18,D00,type3,2
687,2026-11-19,D00,type0,2
687,2026-11-19,D00,type1,6
687,2026-11-19,D00,type2,5
687,2026-11-19,D00,type3,3
688,2026-11-20,D00,type0,2
688,2026-11-20,D00,type1,4
688,2026-11-20,D00,type2,2
688,2026-11-20,D00,type3,0
689,2026-11-21,D00,type0,0
689,2026-11-21,D00,type1,4
689,2026-11-21,D00,type2,4
689,2026-11-21,D00,type3,1
690,2026-11-22,D00,type0,4
690,2026-11-22,D00,type1,0
690,2026-11-22,D00,type2,5
690,2026-11-22,D00,type3,3
691,2026-11-23,D00,type0,1
691,2026-11-23,D00,type1,5
691,2026-11-23,D00,type2,6
691,2026-11-23,D00,type3,1
692,2026-11-24,D00,type0,3
692,2026-11-24,D00,type1,2
692,2026-11-24,D00,type2,3
692,2026-11-24,D00,type3,2
693,2026-11-25,D00,type0,4
693,2026-11-25,D00,type1,4
693,2026-11-25,D00,type2,4
693,2026-11-25,D00,type3,2
694,2026-11-26,D00,type0,3
694,2026-11-26,D00,type1,4
694,2026-11-26,D00,type2,6
694,2026-11-26,D00,type3,3
695,2026-11-27,D00,type0,5
695,2026-11-27,D00,type1,7
695,2026-11-27,D00,type2,2
695,2026-11-27,D00,type3,2
696,2026-11-28,D00,type0,1
696,2026-11-28,D00,type1,3
696,2026-11-28,D00,type2,5
696,2026-11-28,D00,type3,3
697,2026-11-29,D00,type0,0
697,2026-11-29,D00,type1,10
697,2026-11-29,D00,type2,4
697,2026-11-29,D00,type3,1
698,2026-11-30,D00,type0,1
698,2026-11-30,D00,type1,1
698,2026-11-30,D00,type2,1
698,2026-11-30,D00,type3,4
699,2026-12-01,D00,type0,1
699,2026-12-01,D00,type1,1
699,2026-12-01,D00,type2,3
699,2026-12-01,D00,type3,4
700,2026-12-02,D00,type0,1
700,2026-12-02,D00,type1,2
700,2026-12-02,D00,type2,5
700,2026-12-02,D00,type3,3
701,2026-12-03,D00,type0,3
701,2026-12-03,D00,type1,2
701,2026-12-03,D00,type2,4
701,2026-12-03,D00,type3,3
702,2026-12-04,D00,type0,1
702,2026-12-04,D00,type1,1
702,2026-12-04,D00,type2,4
702,2026-12-04,D00,type3,2
703,2026-12-05,D00,type0,1
703,2026-12-05,D00,type1,5
703,2026-12-05,D00,type2,6
703,2026-12-05,D00,type3,5
704,2026-12-06,D00,type0,3
704,2026-12-06,D00,type1,0
704,2026-12-06,D00,type2,2
704,2026-12-06,D00,type3,7
705,2026-12-07,D00,type0,0
705,2026-12-07,D00,type1,8
705,2026-12-07,D00,type2,2
705,2026-12-07,D00,type3,2
706,2026-12-08,D00,type0,3
706,2026-12-08,D00,type1,2
706,2026-12-08,D00,type2,2
706,2026-12-08,D00,type3,2
707,2026-12-09,D00,type0,0
707,2026-12-09,D00,type1,3
707,2026-12-09,D00,type2,2
707,2026-12-09,D00,type3,2
708,2026-12-10,D00,type0,0
708,2026-12-10,D00,type1,1
708,2026-12-10,D00,type2,3
708,2026-12-10,D00,type3,3
709,2026-12-11,D00,type0,1
709,2026-12-11,D00,type1,3
709,2026-12-11,D00,type2,1
709,2026-12-11,D00,type3,8
710,2026-12-12,D00,type0,1
710,2026-12-12,D00,type1,1
710,2026-12-12,D00,type2,2
710,2026-12-12,D00,type3,7
711,2026-12-13,D00,type0,3
711,2026-12-13,D00,type1,4
711,2026-12-13,D00,type2,2
711,2026-12-13,D00,type3,4
712,2026-12-14,D00,type0,1
712,2026-12-14,D00,type1,7
712,2026-12-14,D00,type2,4
712,2026-12-14,D00,type3,6
713,2026-12-15,D00,type0,3
713,2026-12-15,D00,type1,6
713,2026-12-15,D00,type2,4
713,2026-12-15,D00,type3,4
714,2026-12-16,D00,type0,0
714,2026-12-16,D00,type1,1
714,2026-12-16,D00,type2,5
714,2026-12-16,D00,type3,2
715,2026-12-17,D00,type0,2
715,2026-12-17,D00,type1,3
715,2026-12-17,D00,type2,3
715,2026-12-17,D00,type3,3
716,2026-12-18,D00,type0,3
716,2026-12-18,D00,type1,5
716,2026-12-18,D00,type2,4
716,2026-12-18,D00,type3,5
717,2026-12-19,D00,type0,1
717,2026-12-19,D00,type1,4
717,2026-12-19,D00,type2,5
717,2026-12-19,D00,type3,3
718,2026-12-20,D00,type0,2
718,2026-12-20,D00,type1,2
718,2026-12-20,D00,type2,4
718,2026-12-20,D00,type3,3
719,2026-12-21,D00,type0,1
719,2026-12-21,D00,type1,6
719,2026-12-21,D00,type2,6
719,2026-12-21,D00,type3,6
720,2026-12-22,D00,type0,0
720,2026-12-22,D00,type1,6
720,2026-12-22,D00,type2,2
720,2026-12-22,D00,type3,9
721,2026-12-23,D00,type0,0
721,2026-12-23,D00,type1,2
721,2026-12-23,D00,type2,8
721,2026-12-23,D00,type3,2
722,2026-12-24,D00,type0,0
722,2026-12-24,D00,type1,8
722,2026-12-24,D00,type2,1
722,2026-12-24,D00,type3,1
723,2026-12-25,D00,type0,1
723,2026-12-25,D00,type1,3
723,2026-12-25,D00,type2,1
723,2026-12-25,D00,type3,1
724,2026-12-26,D00,type0,2
724,2026-12-26,D00,type1,3
724,2026-12-26,D00,type2,9
724,2026-12-26,D00,type3,8
725,2026-12-27,D00,type0,0
725,2026-12-27,D00,type1,4
725,2026-12-27,D00,type2,3
725,2026-12-27,D00,type3,3
726,2026-12-28,D00,type0,3
726,2026-12-28,D00,type1,2
726,2026-12-28,D00,type2,7
726,2026-12-28,D00,type3,5
727,2026-12-29,D00,type0,1
727,2026-12-29,D00,type1,4
727,2026-12-29,D00,type2,4
727,2026-12-29,D00,type3,4
728,2026-12-30,D00,type0,0
728,2026-12-30,D00,type1,4
728,2026-12-30,D00,type2,3
728,2026-12-30,D00,type3,5
729,2026-12-31,D00,type0,0
729,2026-12-31,D00,type1,5
729,2026-12-31,D00,type2,2
729,2026-12-31,D00,type3,1
730,2027-01-01,D00,type0,1
730,2027-01-01,D00,type1,7
730,2027-01-01,D00,type2,4
730,2027-01-01,D00,type3,2
731,2027-01-02,D00,type0,2
731,2027-01-02,D00,type1,0
731,2027-01-02,D00,type2,4
731,2027-01-02,D00,type3,0
732,2027-01-03,D00,type0,1
732,2027-01-03,D00,type1,4
732,2027-01-03,D00,type2,5
732,2027-01-03,D00,type3,4
733,2027-01-04,D00,type0,2
733,2027-01-04,D00,type1,6
733,2027-01-04,D00,type2,4
733,2027-01-04,D00,type3,7
734,2027-01-05,D00,type0,1
734,2027-01-05,D00,type1,6
734,2027-01-05,D00,type2,6
734,2027-01-05,D00,type3,8
735,2027-01-06,D00,type0,2
735,2027-01-06,D00,type1,2
735,2027-01-06,D00,type2,6
735,2027-01-06,D00,type3,4
736,2027-01-07,D00,type0,0
736,2027-01-07,D00,type1,0
736,2027-01-07,D00,type2,4
736,2027-01-07,D00,type3,7
737,2027-01-08,D00,type0,2
737,2027-01-08,D00,type1,2
737,2027-01-08,D00,type2,2
737,2027-01-08,D00,type3,5
738,2027-01-09,D00,type0,2
738,2027-01-09,D00,type1,3
738,2027-01-09,D00,type2,4
738,2027-01-09,D00,type3,7
739,2027-01-10,D00,type0,0
739,2027-01-10,D00,type1,1
739,2027-01-10,D00,type2,6
739,2027-01-10,D00,type3,5
740,2027-01-11,D00,type0,1
740,2027-01-11,D00,type1,4
740,2027-01-11,D00,type2,4
740,2027-01-11,D00,type3,3
741,2027-01-12,D00,type0,3
741,2027-01-12,D00,type1,2
741,2027-01-12,D00,type2,3
741,2027-01-12,D00,type3,3
742,2027-01-13,D00,type0,0
742,2027-01-13,D00,type1,3
742,2027-01-13,D00,type2,2
742,2027-01-13,D00,type3,5
743,2027-01-14,D00,type0,1
743,2027-01-14,D00,type1,2
743,2027-01-14,D00,type2,3
743,2027-01-14,D00,type3,2
744,2027-01-15,D00,type0,1
744,2027-01-15,D00,type1,5
744,2027-01-15,D00,type2,6
744,2027-01-15,D00,type3,2
745,2027-01-16,D00,type0,0
745,2027-01-16,D00,type1,3
745,2027-01-16,D00,type2,5
745,2027-01-16,D00,type3,5
746,2027-01-17,D00,type0,1
746,2027-01-17,D00,type1,3
746,2027-01-17,D00,type2,5
746,2027-01-17,D00,type3,4
747,2027-01-18,D00,type0,0
747,2027-01-18,D00,type1,3
747,2027-01-18,D00,type2,1
747,2027-01-18,D00,type3,5
748,2027-01-19,D00,type0,0
748,2027-01-19,D00,type1,5
748,2027-01-19,D00,type2,6
748,2027-01-19,D00,type3,7
749,2027-01-20,D00,type0,0
749,2027-01-20,D00,type1,2
749,2027-01-20,D00,type2,3
749,2027-01-20,D00,type3,6
750,2027-01-21,D00,type0,0
750,2027-01-21,D00,type1,1
750,2027-01-21,D00,type2,4
750,2027-01-21,D00,type3,3
751,2027-01-22,D00,type0,2
751,2027-01-22,D00,type1,7
751,2027-01-22,D00,type2,5
751,2027-01-22,D00,type3,4
752,2027-01-23,D00,type0,1
752,2027-01-23,D00,type1,2
752,2027-01-23,D00,type2,4
752,2027-01-23,D00,type3,3
753,2027-01-24,D00,type0,3
753,2027-01-24,D00,type1,5
753,2027-01-24,D00,type2,5
753,2027-01-24,D00,type3,5
754,2027-01-25,D00,type0,0
754,2027-01-25,D00,type1,3
754,2027-01-25,D00,type2,7
754,2027-01-25,D00,type3,7
755,2027-01-26,D00,type0,4
755,2027-01-26,D00,type1,3
755,2027-01-26,D00,type2,3
755,2027-01-26,D00,type3,5
756,2027-01-27,D00,type0,2
756,2027-01-27,D00,type1,3
756,2027-01-27,D00,type2,3
756,2027-01-27,D00,type3,4
757,2027-01-28,D00,type0,1
757,2027-01-28,D00,type1,1
757,2027-01-28,D00,type2,5
757,2027-01-28,D00,type3,3
758,2027-01-29,D00,type0,0
758,2027-01-29,D00,type1,3
758,2027-01-29,D00,type2,3
758,2027-01-29,D00,type3,1
759,2027-01-30,D00,type0,3
759,2027-01-30,D00,type1,3
759,2027-01-30,D00,type2,2
759,2027-01-30,D00,type3,6
760,2027-01-31,D00,type0,2
760,2027-01-31,D00,type1,3
760,2027-01-31,D00,type2,2
760,2027-01-31,D00,type3,4
761,2027-02-01,D00,type0,2
761,2027-02-01,D00,type1,1
761,2027-02-01,D00,type2,5
761,2027-02-01,D00,type3,1
762,2027-02-02,D00,type0,1
762,2027-02-02,D00,type1,7
762,2027-02-02,D00,type2,5
762,2027-02-02,D00,type3,2
763,2027-02-03,D00,type0,1
763,2027-02-03,D00,type1,4
763,2027-02-03,D00,type2,4
763,2027-02-03,D00,type3,4
764,2027-02-04,D00,type0,1
764,2027-02-04,D00,type1,3
764,2027-02-04,D00,type2,6
764,2027-02-04,D00,type3,2
765,2027-02-05,D00,type0,0
765,2027-02-05,D00,type1,4
765,2027-02-05,D00,type2,5
765,2027-02-05,D00,type3,2
766,2027-02-06,D00,type0,2
766,2027-02-06,D00,type1,1
766,2027-02-06,D00,type2,8
766,2027-02-06,D00,type3,2
767,2027-02-07,D00,type0,1
767,2027-02-07,D00,type1,6
767,2027-02-07,D00,type2,5
767,2027-02-07,D00,type3,3
768,2027-02-08,D00,type0,0
